Row,Material,Thickness (nm),Auto Thickness,Auto Wavelength (nm),Auto Fraction
incident,Air,1000000,0,4360,0.25
1,SiO,435.662809157332,0,2000,0.25
2,Si,87.1240432981111,0,2000,0.25
3,SiO,80.64099764074,0,2000,0.06
substrate,Si,1000000,0,4360,0.25
exit,Si,1000000,0,4630,0.25
