Row,Material,Thickness (nm),Auto Thickness,Auto Wavelength (nm),Auto Fraction
incident,Air,1000000,0,1370,0.25
1,SiO2,1638.33579420651,1,4484,0.5
2,Si,323.068414691361,1,4484,0.25
3,SiO2,819.167897103257,1,4484,0.25
4,Si,323.068414691361,1,4484,0.25
5,Al2O3,500000,0,4484,0.25
6,Si,323.068414691361,1,4484,0.25
7,SiO2,819.167897103257,1,4484,0.25
8,Si,323.068414691361,1,4484,0.25
9,SiO2,1638.33579420651,1,4484,0.5
substrate,Air,0,0,1370,0.25
exit,Air,1000000,0,1930,0.25
